Qualified for pricelist >= 2024;Code;Name;Description;LicenseDuration;MaintenanceDuration;ExpectedDeliveryTime;PaymentModel;ExpectedInvoiceDate;GrantOfRights;Profile;MandatoryOptional_ID;LicenseMethod;Cost_Center;Discount_Rate;Operational_Profit_Rate;OperationalProfitType;Perpetual;Support_Hours_Amount;UpdateRight;Apply_Withholding_Tax
;93;Support for one Project;Configuration and setup support for a project (one day-support-included). To be offered mandatory with any type of license. Should be ordered with any type of License, Realization of a new project  - one day-support included;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;94;Support of customer Watchdog and Power Supply Monitoring;Optional;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;95;Redistribution;"The product is licensed for unrestricted use within and unrestricted redistribution by the purchaser's company. The IP remains solely at EB.

Typical use case: to allow semiconductor vendors or OEMs to buy the product and to directly distribute it to their customers or suppliers.

Production: yes; µC: family; Number of projects: unlimited; Duration: perpetual;";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;96;Update;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
yes;97;Package;;n/a;n/a;In mutual alignment with the project;One-time payment;With FINAL DELIVERY;n/a;Product related service without profile;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;98;License Shift without any EB tresos AutoCore Project AddOns for BMW;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;99;Dongled License Support & Maintenance (EB MAid);"Extension of software upgrades, updates and patch releases for one year.



Maintenance contract: Includes maintenance and support of the currently implemented methods, algorithms and specifications. 

This position does NOT contain efforts caused due to changes in methods, algorithms and specifications e.g., by customer specification changes, or new features. These changes have to be quoted separately.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;100;Dongled License (EB MAid);Perpetual, full-featured license. Includes one year patch releases.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;101;BMW Modules Update;"Update of a delivery of EB tresos AutoCore Generic for BMW with a newer version of BMW modules:

- Plug-in Creation/Integration into EB tresos Studio and 

- Compile tests of BMW modules



The updated modules can be downloaded from EB command to be integrated into an existing project.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;102;MCAL Modules Update;"Update with a newer version of MCALs:

- Plugin Creation/Integration into EB tresos Studio and 

- Compile tests of updated MCAL modules



The updated modules can be downloaded from EB command to be integrated into an existing project.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;103;AutoCore Generic Update;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;104;Compiler Version Update;Re-qualification with other compiler variant, version, options etc.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Integration Package;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;105;License Shift with EB tresos AutoCore Reference Application for BMW;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;106;EB tresos AutoCore Bootloader Updater for BMW (CAN);"The Reference Bootloader Updater can be used to update the Bootloader of an ECU by using diagnostic communication. It integrates all Bootloader update relevant BMW specific system functionalities. The Reference Bootloader Updater is already pre-configured to update the EB tresos AutoCore Bootloader for BMW (CAN).



PLEASE NOTE: This article requires an EB tresos AutoCore Bootloader for BMW (CAN).";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
yes;107;Product Line License;"The CUSTOMER gets the right to use the license under the following condition:
a. The run-time software is developed for one CUSTOMER PRODUCT only.
b. The run-time software is used for one µC family and compiler version only.
- Including MAINTENANCE (as defined on page ""Definitions"")

Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.";perpetual;12 months;FINALIZED PURCHASE PROCESS + 2 weeks;One-time payment;With FINAL DELIVERY;Reproduction and Distribution License;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
;108;Development Maintenance (MCAL);"- Valid for one year;

- MCAL module update as delivered from MCAL vendor.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;0;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;109;Node Locked License (EB tresos Flashbuilder);"- Connection to MAC-Address;";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;110;Floating License (EB tresos Flashbuilder);"- Connection to FlexLM server;";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;111;Compression (LZSS);;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;112;Partial Programming;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;113;Node Locked License Maintenance - support not included (EB tresos Flashbuilder);"

- For version 2.x,

- Per license.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;114;Node Locked License Maintenance  - support included  (EB tresos Flashbuilder);"

- For version 2.x,

- Unlimited support by phone and e-mail included,

- Per license.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;115;Floating License Maintenance - support not included (EB  tresos Flashbuilder);"

- Version 2.x";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;116;Floating License Maintenance - support included (EB tresos Flashbuilder);"

- Version 2.x

- Unlimited support by phone and e-mail included.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;117;EB tresos AutoCore Reference Application for BMW (CAN);"The Reference Application is the ideal basis to start developing an ECU in a BMW series project.

It includes a preconfigured Autosar stack according to the BMW specific communication matrix for CAN (based on a dbc import), a reference implementation of mandatory BMW diagnostic services and BMW specific system functionalities; integrated and tested according to the BMW-specific software tests, integration tests and ECU acceptance tests.



PLEASE NOTE: This article requires an EB tresos AutoCore Generic for BMW (CAN).";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;118;Developer License for Compression Toolbox (EB Assist ADTF);"

- Per License.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;119;Training (EB GUIDE 5);;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Training;;no technical license protection;6400;10;;Calculated;FALSE;;none;TRUE
;120;Dongled License Maintenance (EB tresos Studio);Extension of software updates an patch releases for one year.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;121;Floating License Maintenance (EB tresos Studio);Extension of software updates an patch releases for one year and one seat.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;122;Production Maintenance for Dongled License (EB tresos Studio);Inquire for a production maintenance package together with EB tresos AutoCore.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;123;Production Maintenance for Floating License (EB tresos Studio);Inquire for a production maintenance package together with EB tresos AutoCore.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;124;Production Maintenance (AutoCore);"Support after S.O.P; 

This includes:   

- Reports of known problems

- Behavior observation 

- Support of product specific problem analysis

- Patch deliveries



For further details please refer to: PD_EB_tresos_Maintenance_and_Support_Annex.pdf";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;125;Prodution Line Development License (AutoCore);;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;126;Bundle - Project License;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;127;Interoperability tests EB tresos AutoCore Generic with SLP10 COM Stack;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;128;License Shift with EB tresos AutoCore Bootloader for BMW;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;129;EB tresos AutoCore Reference Application for BMW (FlexRay);"The Reference Application is the ideal basis to start developing an ECU in a BMW series project.

It includes a preconfigured Autosar stack according to the BMW specific communication matrix for FlexRay (based on a FIBEX import), a reference implementation of mandatory BMW diagnostic services and BMW specific system functionalities; integrated and tested according to the BMW-specific software tests, integration tests and ECU acceptance tests.



PLEASE NOTE: This article requires an EB tresos AutoCore Generic for BMW (FlexRay).";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;130;EB tresos AutoCore Bootloader for BMW (FlexRay);The Reference Bootloader can be used to update the Application of an ECU by using diagnostic communication. It integrates all bootloading relevant BMW specific system functionalities. The Reference Bootloader / BootManager is already pre-configured to update the EB tresos AutoCore Reference Application for BMW (FlexRay).;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;131;EB tresos AutoCore Bootloader Updater for BMW (FlexRay);"The Reference Bootloader Updater can be used to update the Bootloader of an ECU by using diagnostic communication. It integrates all Bootloader update relevant BMW specific system functionalities. The Reference Bootloader Updater is already pre-configured to update the Reference Bootloader.



PLEASE NOTE: This article requires an EB tresos AutoCore Bootloader for BMW (FlexRay).";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;132;Production Maintenance (MCAL);;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;133;License Shift with EB tresos AutoCore Bootloader Updater for BMW;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;134;EB tresos AutoCore Reference Application for VAG/MQB (CAN);EB offers a VAG/MQB specific Reference Application. For details please inquire.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;135;Dongled License (limited);"Perpetual, limited-featured license.

Includes one year software updates and patch releases.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;FlexNet Publisher Dongle License File;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
yes;136;Dongled License via Elektrobit Hardware (BM);- Embedded software for ELEKTROBIT HARDWARE (as defined in Elektrobit T&C);perpetual;n/a;Based on hardware delivery;One-time payment;With FINAL DELIVERY;Software integrated in Hardware;License;;EB Hardware License File;6400;10;50;Fix rate;TRUE;;none;TRUE
yes;137;Hardware & Software;"- ELEKTROBIT HARDWARE device
- Embedded software for ELEKTROBIT HARDWARE (as defined in Elektrobit T&C)
- Specification defined in section ""Products and services""
- Including MAINTENANCE (as defined on page ""Definitions"")";perpetual;12 months;FINALIZED PURCHASE PROCESS + 16 weeks;One-time payment;With FINAL DELIVERY;Software integrated in Hardware;Hardware;;no technical license protection;6400;10;;Calculated;TRUE;;UpdateRightByConfiguration;TRUE
;138;Support & Maintenance;Extension of Busmirror Run-time updates and patch releases for one year.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;139;Additional Engineering Service - Rte Partitioning;"Project specific verification of generated  RTE Code to enable the use of RTE code in ASIL software components.  

Requires the product EB tresos AutoCore Rte Partitioning.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;140;Integrating EB tresos AutoCore into EB tresos Safety Os;Integration services to integration EB tresos Safety OS with EB tresos AutoCore versions or OEM-specific stacks.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;141;Configuration services for safety-related Autosar projects;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Integration Package;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;142;Development Maintenance (Os) Project License;"Support before S.O.P;

- Valid for one year.

- Customer get access to EB product support team and known problems will be reported.  

- Updates, e.g. patches and service releases.



For further details please refer to PD_EB_tresos_Maintenance_and_Support_Annex.pdf";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;143;EB tresos AutoCore Reference Application for VAG/MLBevo (CAN);"

EB offers a VAG/MLBevo specific Reference Application. For details please inquire.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;144;EB tresos AutoCore Reference Application for VAG/MLBevo (FlexRay);EB offers a VAG/MLBevo specific Reference Application. For details please inquire.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;145;EB tresos AutoCore Reference Application for Daimler/ASR3.1 (FlexRay);EB offers a Daimler/ASR3.1 specific Reference Application. For details please inquire.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;146;EB tresos AutoCore Reference Application for Daimler/ASR3.1 (CAN);EB offers a Daimler/ASR3.1 specific Reference Application. For details please inquire.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;;10;;Calculated;FALSE;;none;TRUE
;147;Training (EB Assist ADTF 2);;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Training;;no technical license protection;6400;10;;Calculated;FALSE;;none;TRUE
;148;Support Package (EB GUIDE);;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;6400;10;;Calculated;FALSE;10;none;TRUE
;149;EB TOOL LICENSE SUBSCRIPTION;"- Commercial License 

- valid for 12 months and 1 seat

- Includes EB GUIDE 6 Studio Enterprise License";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;150;Run-time License (EB GUIDE STF);;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;151;Run-time License (EB GUIDE GTF);;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;152;EB TOOLING DEVELOPMENT LICENSE CUSTOM;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;100;UpdateRightByConfiguration;TRUE
